zfs_config,timestamp,pattern,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
mirror,1579330664267,write,8k,1,180,0,0,0,0,185172623360,1028536803,31389.299297,3923.633498
mirror,1579377529262,write,8k,2,180,0,0,0,0,361906102272,2009104951,30667.686084,3833.428249
mirror,1579385677811,write,8k,4,180,0,0,0,0,387387064320,2151516855,16419.252976,2052.379052
mirror,1579431215190,write,8k,8,180,0,0,0,0,533603876864,2963593368,11297.52718,1412.154191
raidz1,1579409568488,randread,128k,12,180,87105339392,482537957,1237.263686,9.615453,0,0,0,0
raidz1,1579317280140,randread,128k,1,180,41384017920,229860130,7004.760604,54.676912,0,0,0,0
raidz1,1579347814065,randread,128k,2,180,60877963264,338141400,5150.920699,40.203281,0,0,0,0
raidz1,1579355967709,randread,128k,4,180,79497789440,441441022,3362.832098,26.227676,0,0,0,0
raidz1,1579401373484,randread,128k,8,180,86226763776,478402364,1824.865544,14.208248,0,0,0,0
raidz1,1579409022644,randread,16k,12,180,10969563136,60790379,156.192188,9.713375,0,0,0,0
raidz1,1579316737684,randread,16k,1,180,5455183872,30301021,923.206633,57.64087,0,0,0,0
raidz1,1579347271370,randread,16k,2,180,7874002944,43732312,666.655767,41.619054,0,0,0,0
raidz1,1579355424469,randread,16k,4,180,10104340480,56109352,427.493768,26.6762,0,0,0,0
raidz1,1579400828936,randread,16k,8,180,10886692864,60423553,230.388326,14.352702,0,0,0,0
raidz1,1579409933482,randread,1M,12,180,230271483904,1273569111,3837.659399,3.695726,0,0,0,0
raidz1,1579317641843,randread,1M,1,180,121074876416,672331917,20514.705406,19.983539,0,0,0,0
raidz1,1579348175948,randread,1M,2,180,184538890240,1024606984,15702.008083,15.284821,0,0,0,0
raidz1,1579356329952,randread,1M,4,180,227266265088,1261147048,9702.002223,9.426169,0,0,0,0
raidz1,1579401736849,randread,1M,8,180,237915602944,1316880890,5231.350985,5.056416,0,0,0,0
raidz1,1579410116046,randread,2M,12,180,252035727360,1392493355,7144.378982,3.436034,0,0,0,0
raidz1,1579317822768,randread,2M,1,180,131994746880,732783059,22300.500879,10.842417,0,0,0,0
raidz1,1579348357007,randread,2M,2,180,205294403584,1139119550,17433.855645,8.475965,0,0,0,0
raidz1,1579356511326,randread,2M,4,180,250251051008,1387347065,10825.987033,5.234048,0,0,0,0
raidz1,1579401918872,randread,2M,8,180,261890244608,1448724337,7511.663906,3.614882,0,0,0,0
raidz1,1579409204502,randread,32k,12,180,21898919936,121454867,311.077224,9.671388,0,0,0,0
