zfs_config,timestamp,pattern,blocksize,numjobs,runtime_secs,read_io_bytes,read_bw_bytes,read_bw_mean,read_iops_mean,write_io_bytes,write_bw_bytes,write_bw_mean,write_iops_mean
raidz1,1579473778632,,,,,143070810112,794833418,387933.383008,96983.270195,0,0,0,0
raidz1,1579481913474,,,,,246070132736,1366570401,333823.874131,83455.933936,0,0,0,0
raidz1,1579490518711,,,,,268831543296,1493193344,182272.069193,45567.985049,0,0,0,0
raidz1,1579500206801,,,,,275330367488,1529044008,124419.912024,242.972609,0,0,0,0
raidz1,1579466728186,,,,,92715614208,515069576,502445.983333,981.263889,0,0,0,0
raidz1,1579474862984,,,,,185472647168,1030317735,502550.409722,981.465278,0,0,0,0
raidz1,1579482997866,,,,,249042042880,1383405507,337296.134214,658.696801,0,0,0,0
raidz1,1579491603374,,,,,270084866048,1499796569,183272.9039,357.927577,0,0,0,0
raidz1,1579499845206,,,,,273582784512,1519431646,123625.939801,1931.620282,0,0,0,0
raidz1,1579466366705,,,,,90933428224,505182905,492991.114206,7702.835655,0,0,0,0
raidz1,1579474501550,,,,,180909899776,1005049415,490618.21727,7665.770195,0,0,0,0
raidz1,1579482636384,,,,,250523811840,1391690712,339670.363194,5307.29375,0,0,0,0
raidz1,1579491241783,,,,,268333875200,1490420826,181860.64524,2841.511814,0,0,0,0
raidz1,1579499302850,,,,,277728100352,1542745333,125537.938889,15692.209491,0,0,0,0
raidz1,1579465824540,,,,,78439129088,435770518,425339.961111,53167.4,0,0,0,0
raidz1,1579473959390,,,,,151693238272,842707440,411525.464534,51440.602225,0,0,0,0
raidz1,1579482094204,,,,,243867377664,1354668246,330681.394024,41335.102154,0,0,0,0
raidz1,1579490699466,,,,,271067226112,1505711542,183780.746352,22972.542043,0,0,0,0
raidz1,1579497939375,,,,,0,0,0,0,296498233344,1647203256,133841.565863,1045.608302
raidz1,1579464920522,,,,,0,0,0,0,298112122880,1656169259,1617096.699164,12633.554318
raidz1,1579473055091,,,,,0,0,0,0,282329219072,1568486947,765060.119777,5977.005571
